# alphabio_phy abioa_phy bbioa_phy abioa_dia bbioh phykf phymaxqc phylmor diamaxqs diaVmaxs dialmor overflow zooCingest zooCassim zooeps zprefdia zoolmor mesCassim meseps mprefphy meslmor mesqmor mespreyswitch detqrem ldetphi phyrad0 diarad0 zoorad0 phybiot diabiot dfefloor kscav_dfe kcoag_dfe bsi_alpha aoalmor pbac_alpha lbac_alpha lbac_beta baclmor bacqmor
3.3246873874 0.0000159187 1.0627426071 0.0000125529 1.0660965733 0.6131478037 0.0170487397 -2.0440478535 0.7366539893 0.0000019834 -1.2165984403 0.7115287003 0.8208251235 0.5222902765 0.0000047225 0.4861842017 -2.7338801699 0.5511734680 0.0000021658 0.9285139188 -3.8144116398 0.0000007751 1.9551878038 0.0000023647 0.8862873841 10.3698845128 121.5048547514 19.1322287304 1.4820251063 0.7216871252 0.0308083274 -2.1229553943 -6.9886106521 -8.5837620766 -1.6704556388 0.3947896175 0.1375541623 0.1684784391 -2.4573387307 0.0000002777
2.9663712013 0.0000162582 1.0691303166 0.0000110256 1.0665659120 0.4119826493 0.0185248620 -1.8278796467 0.7561801842 0.0000040612 -1.1056641820 0.5537269279 0.6868920229 0.4682668962 0.0000031318 0.5239936329 -3.0499012172 0.4886070202 0.0000020190 0.9450833902 -3.9546387805 0.0000016205 2.1592684860 0.0000036440 0.8342036920 15.6515726695 105.4641399925 25.8414789171 1.8171552962 1.3196967547 0.0332475765 -3.3920279207 -8.2598350131 -9.0563874679 -1.5166954894 0.3407451019 0.2629677653 0.2776858449 -2.6334295352 0.0000005413
3.3610690144 0.0000150359 1.0690298119 0.0000100993 1.0716457845 0.3977052819 0.0201054497 -2.0416533683 0.7060504711 0.0000026253 -1.1765658037 0.5879113318 0.7886320202 0.5043367180 0.0000031827 0.7416988202 -2.7253369544 0.5269111119 0.0000019034 0.7647763675 -3.9317538999 0.0000010430 2.3545403821 0.0000031396 0.9582884835 9.2878014062 124.4652902551 32.6677587759 1.8690280068 0.6180051416 0.0397394588 -2.4273927941 -6.0306605359 -9.1421408690 -1.5067092743 0.4240360394 0.1602591263 0.1715435479 -2.6371801844 0.0000005091
2.9517890623 0.0000168295 1.0709729917 0.0000091585 1.0685919005 0.2818938478 0.0186629798 -2.2438654622 0.8068994710 0.0000020831 -1.2120750564 0.7910037470 0.8637263723 0.5568574277 0.0000032328 0.7028599877 -2.7837074283 0.5362927323 0.0000016120 0.7147708433 -3.9487255968 0.0000007003 2.3485070454 0.0000024095 0.7954944967 10.3375892927 107.3223402775 23.7327780817 1.7105516944 1.5230253970 0.0250473514 -2.8228723500 -7.5892817145 -9.1662178633 -1.5097189720 0.4918548631 0.2058880992 0.6591504109 -2.9988333927 0.0000004337
3.5242443976 0.0000147615 1.0702267419 0.0000119392 1.0755972920 0.5194570283 0.0214885905 -1.8811183434 0.8515070964 0.0000036437 -1.0723953900 0.6978982485 0.7554162766 0.4875875521 0.0000049217 0.7387446659 -2.5372708646 0.4260428501 0.0000020124 0.8864153190 -3.7598057815 0.0000006899 2.5689626216 0.0000019051 0.8094622113 13.1999044439 115.1725189033 30.7276691912 1.3919358059 1.0863574547 0.0271093893 -2.3018803167 -6.9789596730 -9.5760117487 -1.6435807319 0.5306896144 0.1812303446 0.7768934059 -2.6002202954 0.0000007292
3.3096523088 0.0000169767 1.0702898110 0.0000089436 1.0675839398 0.3065668317 0.0199122855 -1.9721187961 0.6569934300 0.0000029316 -1.1448158136 0.6757499284 0.6625096780 0.5446345708 0.0000040107 0.6842916531 -2.6322271007 0.5606107350 0.0000016858 0.8486272457 -3.7272217224 0.0000006952 2.7851818457 0.0000031343 0.8436407427 9.7692065845 141.8994187314 21.8963129739 1.7046721172 1.0358888548 0.0380412258 -2.3740330953 -6.6060704202 -8.5698711861 -1.8028057797 0.6715795892 0.3588095741 0.5245536656 -2.6103058982 0.0000002287
3.2443371128 0.0000150237 1.0647240130 0.0000093222 1.0655584177 0.2906358051 0.0169503941 -1.9052714881 0.7930947280 0.0000013124 -1.2721704471 0.5930145799 0.8504807673 0.5677655715 0.0000039995 0.7956032843 -2.6865314705 0.5384531245 0.0000019859 0.8506185916 -3.9298774126 0.0000010308 1.9477377425 0.0000036344 0.8066150556 9.9462623729 127.8605002671 23.9767288832 1.8540207466 1.3252491329 0.0378948947 -1.9587347847 -7.7905196122 -8.7119807737 -1.6987151138 0.6281378159 0.1471354291 0.2475357639 -2.7493065311 0.0000002479
3.1564840267 0.0000168462 1.0720960685 0.0000120392 1.0723829353 0.4785349950 0.0172400168 -2.0586405773 0.7786186691 0.0000022931 -1.0614064464 0.5901975775 0.8391079350 0.5445125510 0.0000049624 0.4910938302 -2.6895017504 0.4736312664 0.0000020764 0.9442039873 -3.9223817906 0.0000012438 2.1430521619 0.0000022402 0.8858254296 17.4673791018 133.9150772472 35.9899218078 1.8083839491 0.4957213821 0.0444873231 -3.6227255367 -6.6092734176 -9.1611526215 -1.7317476784 0.5780810167 0.2860984433 0.6132581103 -2.7297553825 0.0000003536
3.4719785385 0.0000169417 1.0687772610 0.0000100565 1.0740977717 0.3711042505 0.0176290379 -1.9766694646 0.7412754196 0.0000019516 -1.2188871302 0.4631593416 0.7755359398 0.4514506973 0.0000030721 0.2310213422 -2.2644135913 0.5572815056 0.0000019264 0.8758145264 -3.8975385894 0.0000008926 2.2208130371 0.0000029456 0.8508583885 11.4122252559 123.1033983959 22.2408734153 1.5572064598 1.2477392491 0.0337786962 -2.6682269578 -8.3194330986 -9.3221630939 -1.7524713220 0.3903731629 0.4738395983 0.5148487769 -2.5047186928 0.0000005070
3.2240253328 0.0000170634 1.0668671751 0.0000109762 1.0679664487 0.2714037827 0.0144838030 -1.8585791988 0.6337354253 0.0000032579 -1.3870133941 0.7026712230 0.7802090241 0.5376287597 0.0000048785 0.2708880084 -2.5095603101 0.5485605092 0.0000018546 0.7855859776 -3.8228208685 0.0000009215 2.3157299085 0.0000022408 0.7943854764 12.5250520211 160.8840037567 40.6918827283 1.4127827150 0.6669648386 0.0249860120 -2.6493727755 -7.3084680991 -9.2669057174 -1.2935801591 0.4914610577 0.3003070360 0.3510918973 -2.6737890523 0.0000004619
2.8303679003 0.0000167771 1.0699150495 0.0000102947 1.0670859883 0.6634390744 0.0152673725 -1.9796850117 0.8093375238 0.0000021942 -1.1677838297 0.4664367707 0.7158388249 0.4122663485 0.0000033623 0.4588615253 -2.6830410526 0.5522516265 0.0000016261 0.8149565208 -3.8128338478 0.0000010303 2.3265774612 0.0000024263 0.8554379850 12.1200464177 100.1759526919 23.5874481538 1.8725425209 1.3173207961 0.0367637379 -2.9558503801 -7.2678360657 -9.4797946514 -1.8710026281 0.4276270436 0.1225547801 0.4106832156 -2.3650195299 0.0000002170
2.8915363956 0.0000167388 1.0655908096 0.0000105579 1.0668762758 0.7112512771 0.0225845193 -2.0879775413 0.8772308345 0.0000015664 -1.3200039236 0.4160430641 0.8242419080 0.4892440066 0.0000040190 0.3932866824 -2.6945620169 0.5146405613 0.0000015843 0.7100318799 -3.7902807739 0.0000009859 2.5739765311 0.0000025429 0.9166353840 13.9761599909 101.9265347118 13.4046402095 1.8533891476 1.0437801139 0.0383847157 -3.4584596492 -7.4054939620 -8.8578995801 -1.5200831312 0.3741842765 0.4029609736 0.4754426375 -2.8676327648 0.0000008024
3.7444661326 0.0000164932 1.0682106059 0.0000092193 1.0701780805 0.2468599090 0.0177555433 -1.9656349804 0.7893238043 0.0000015189 -1.2609404824 0.7029140836 0.7717878377 0.5439521164 0.0000037319 0.3398653451 -3.1746072487 0.5604644458 0.0000019299 0.7387693700 -3.6875965600 0.0000011163 2.5074913378 0.0000033077 0.9005646350 14.4150331983 84.4357220972 22.3520732049 1.3202124784 0.5750197910 0.0279061724 -2.1415571738 -7.1044965461 -9.0577803255 -1.2669133532 0.1572583210 0.2850553886 0.1748617361 -2.5083100835 0.0000003163
