voyage,Date,Lat,Lon,CTD_no,Niskin_no,Depth,PN_uM,POC_uM,PN_umol/kg,POC_umol/kg,Total MV Chl a,Chl mg m-3,,,Oxygen (uM),Oxygen flag,NOx (uM),NOx flag,Phosphate (uM),Phosphate flag,Silicate (uM),Silicate flag,Ammonia (uM),Ammonia flag,Nitrite (uM),Nitrite flag
IN2016_V02,18/3/2016 12:25,-46.769,141.934,2,18,102.6,0.26,1.89,,,0.317,,,,,,,,,,,,,,,
IN2016_V02,18/3/2016 12:25,-46.769,141.934,2,20,52.6,0.25,1.83,,,0.299,,,,,,,,,,,,,,,
IN2016_V02,18/3/2016 12:25,-46.769,141.934,2,24,7,0.24,1.76,,,0.317,,,,,,,,,,,,,,,
IN2016_V02,14/4/2016 10:36,-46.583,142.024,40,18,99.4,0.19,1.6,,,0.24,,,,,,,,,,,,,,,
IN2016_V02,14/4/2016 10:36,-46.583,142.024,40,20,50.4,0.41,3,,,0.33,,,,,,,,,,,,,,,
IN2016_V02,14/4/2016 10:36,-46.583,142.024,40,24,5.5,0.41,2.84,,,0.23,,,,,,,,,,,,,,,
IN2018_V02,4/3/2018 21:05,-47.0005,142.0208,2,23,125.5,0.103263982,0.778145949,0.1,0.76,,,,,269.7,0,15.16,0,1.1,0,4.2,0,-0.01,63,0.022,0
IN2018_V02,4/3/2018 21:05,-47.0005,142.0208,2,26,100.9,0.121076949,0.931904675,0.12,0.91,,,,,265.8,0,14.59,0,1.07,0,3.6,0,0,63,0.027,0
IN2018_V02,4/3/2018 21:05,-47.0005,142.0208,2,29,80.3,0.341900056,2.020491857,0.33,1.97,,,,,269.7,0,12.44,0,0.95,0,1.9,0,0.17,0,0.359,0
IN2018_V02,4/3/2018 21:05,-47.0005,142.0208,2,,50,,,,,0.404,,,,,,,,,,,,,,,
IN2018_V02,4/3/2018 21:05,-47.0005,142.0208,2,32,24.4,0.946110736,5.972642567,0.92,5.83,0.378,,,,278,0,9.1,0,0.75,0,0.8,0,0.07,0,0.195,0
IN2018_V02,4/3/2018 21:05,-47.0005,142.0208,2,36,6.2,1.020203126,6.158799117,1,6.01,0.093,,,,278.2,0,9.09,0,0.75,0,0.8,0,0.08,0,0.198,0
IN2018_V02,6/3/2018 19:00,-46.9979,141.9993,3,3,100.9,0.163843751,1.069210519,0.16,1.04,,,,,256.6,0,12.6,0,0.95,0,2.7,0,-0.01,63,0.031,0
IN2018_V02,6/3/2018 19:00,-46.9979,141.9993,3,7,80.4,0.384761878,2.353615593,0.38,2.3,,,,,267,0,6.7,0,0.63,0,0.6,0,0.44,0,0.224,0
IN2018_V02,6/3/2018 19:00,-46.9979,141.9993,3,9,70.3,0.488066165,2.914591826,0.48,2.84,,,,,268.1,0,7.02,0,0.66,0,0.6,0,0.44,0,0.226,0
IN2018_V02,6/3/2018 19:00,-46.9979,141.9993,3,11,49.8,0.721934655,4.450873156,0.7,4.34,,,,,275.1,0,8.95,0,0.76,0,0.8,0,0.24,0,0.217,0
IN2018_V02,6/3/2018 19:00,-46.9979,141.9993,3,13,30.2,0.904642998,5.603292078,0.88,5.47,,,,,288.7,0,12.85,0,0.99,0,0.8,0,0.03,0,0.206,0
IN2018_V02,6/3/2018 22:00,-47,141.99925,,,5,1.13,7.31,1.1,7.13,,,,underway,,,,,,,,,,,,
IN2018_V02,8/3/2018 15:15,-47.0005,142.0022,4,27,100,0.409673996,2.490600772,,,,,,,269.5,0,8.53,0,0.74,0,0.9,0,0.3,0,0.214,0
IN2018_V02,8/3/2018 15:15,-47.0005,142.0022,4,30,75.5,0.74097538,4.435429128,,,0.282,,,,272.2,0,7.61,0,0.68,0,0.5,0,0.24,0,0.184,0
IN2018_V02,8/3/2018 15:15,-47.0005,142.0022,4,31,49.4,0.907216442,5.492782248,,,,,,,275.9,0,7.93,0,0.69,0,0.6,0,0.1,0,0.177,0
IN2018_V02,8/3/2018 15:15,-47.0005,142.0022,4,34,25.2,0.869250958,5.521620054,,,0.261,,,,276.6,0,7.58,0,0.66,0,0.6,0,0.08,0,0.17,0
IN2018_V02,8/3/2018 15:15,-47.0005,142.0022,4,36,5.7,NaN,NaN,,,0.138,,,,276.8,0,7.86,0,0.68,0,0.6,0,0.06,0,0.173,0
IN2018_V02,8/3/2018 18:40,-47.00517,142.10804,,,5,,,0.85,5.35,,,,underway,,,,,,,,,,,,
IN2018_V02,10/3/2018 8:24,-45.8964,142.3369,5,18,98.8,0.335053079,2.12610639,,,0.155,,,,250.2,0,1.72,0,0.28,0,0.4,0,0.17,0,0.289,0
IN2018_V02,10/3/2018 8:24,-45.8964,142.3369,5,19,80.6,0.964509695,5.81389975,,,0.539,,,,256.4,0,0.97,0,0.24,0,0.3,0,0.11,0,0.199,0
IN2018_V02,10/3/2018 8:24,-45.8964,142.3369,5,20,60,1.188172345,7.38664883,,,0.677,,,,258.4,0,0.81,0,0.23,0,0.3,0,0.04,0,0.161,0
IN2018_V02,10/3/2018 8:24,-45.8964,142.3369,5,22,25.8,1.461447288,9.10068433,,,0.622,,,,258.1,0,0.83,0,0.23,0,0.2,0,0.05,0,0.166,0
IN2018_V02,10/3/2018 8:24,-45.8964,142.3369,5,24,5.3,1.440062329,8.867843773,,,0.696,,,,259.9,0,0.79,0,0.23,0,0.2,0,0.03,0,0.155,0
IN2018_V02,12/3/2018 22:11,-44.64596,145.21144,,,5,,,0.97,6.2,,,,underway,,,,,,,,,,,,
IN2018_V02,13/3/2018 22:30,-47.00281,141.97454,,,5,,,0.68,4.35,,,,underway,,,,,,,,,,,,
IN2018_V04,1/10/2018 12:05,-47.06538,141.8745,24,35,6.5,0.29,1.77,,,0.14,,,,,,,,,,,,,,,
IN2018_V04,1/10/2018 12:05,-47.06538,141.8745,24,33,30.9,0.31,1.93,,,0.214,,,,,,,,,,,,,,,
IN2018_V04,1/10/2018 12:05,-47.06538,141.8745,24,31,51.6,0.28,1.72,,,0.249,,,,,,,,,,,,,,,
IN2018_V04,1/10/2018 12:05,-47.06538,141.8745,24,29,100.3,0.33,1.96,,,0.228,,,,,,,,,,,,,,,
IN2018_V04,1/10/2018 12:05,-47.06538,141.8745,24,28,124.5,0.32,1.98,,,0.242,,,,,,,,,,,,,,,
IN2018_V04,1/10/2018 12:05,-47.06538,141.8745,24,20,300.2,0.05,0.29,,,,,,,,,,,,,,,,,,
IN2018_V07,22/8/2018 13:10,-41.02132,142.1986,1,27,5.9,0.243108679,1.64,,,0.215,,,,274.576,0,11.6,0,0.89,0,2.4,0,-0.01,63,0.098,0
IN2018_V07,22/8/2018 13:10,-41.02132,142.1986,1,24,29.4,0.297466961,2.17,,,0.244,,,,274.487,0,11.6,0,0.89,0,2.5,0,0,63,0.099,0
IN2018_V07,22/8/2018 13:10,-41.02132,142.1986,1,21,51.3,0.301578395,1.96,,,0.309,,,,274.442,0,11.59,0,0.89,0,2.5,0,0,63,0.101,0
IN2018_V07,22/8/2018 13:10,-41.02132,142.1986,1,20,50.5,0.330646617,2.13,,,,,,,,,11.6,0,0.89,0,2.5,0,0.01,63,0.098,0
IN2018_V07,22/8/2018 13:10,-41.02132,142.1986,1,18,100,0.273266514,1.82,,,,,,,274.442,0,11.58,0,0.89,0,2.5,0,0.01,63,0.1,0
IN2018_V07,22/8/2018 13:10,-41.02132,142.1986,1,17,126,0.311871741,2.04,,,,,,,273.995,0,11.57,0,0.88,0,2.5,0,0.04,0,0.102,0
IN2019_V02,16/3/2019 13:26,-46.979702,142.8132172,2,18,100.6,0.125151296,0.728951375,,,0.032,,,,269.484,0,13.91,0,1.01,0,3.2,0,0,63,0.03,0
IN2019_V02,16/3/2019 13:26,-46.979702,142.8132172,2,19,75.3,0.144417657,0.87135903,,,0.29,,,,275.916,0,10.45,0,0.83,0,1.5,0,0.18,0,0.201,0
IN2019_V02,16/3/2019 13:26,-46.979702,142.8132172,2,20,50.4,0.282779884,1.763715503,,,0.501,,,,279.712,0,9.01,0,0.74,0,0.8,0,0.12,0,0.179,0
IN2019_V02,16/3/2019 13:26,-46.979702,142.8132172,2,21,25.4,0.424214048,2.83269488,,,0.28,,,,281.632,0,8.9,0,0.73,0,0.8,0,0.07,0,0.177,0
IN2019_V02,16/3/2019 13:26,-46.979702,142.8132172,2,23,5.3,0.195471864,1.218198409,,,0.504,,,,281.32,0,8.96,0,0.73,0,0.8,0,0.07,0,0.181,0
IN2019_V02,17/3/2019 1:22,-46.99245453,142.6646118,3,3,90.1,0.11513412,0.614519787,,,,,,,269.931,0,13.98,0,1.04,0,3.3,0,0,63,0.025,0
IN2019_V02,17/3/2019 1:22,-46.99245453,142.6646118,3,7,70.1,0.200747577,1.067215228,,,,,,,273.236,0,11.78,0,0.91,0,2.1,0,0.11,0,0.199,0
IN2019_V02,17/3/2019 1:22,-46.99245453,142.6646118,3,11,50.6,0.454248876,2.77849922,,,,,,,280.203,0,9.89,0,0.79,0,1.2,0,0.13,0,0.187,0
IN2019_V02,17/3/2019 1:22,-46.99245453,142.6646118,3,15,29.9,0.449930709,2.684297479,,,,,,,281.766,0,9.53,0,0.77,0,1.1,0,0.08,0,0.181,0
IN2019_V02,17/3/2019 1:22,-46.99245453,142.6646118,3,19,19.9,0.543563309,3.403195998,,,,,,,282.972,0,9.36,0,0.76,0,1,0,0.06,0,0.182,0
IN2019_V02,17/3/2019 1:22,-46.99245453,142.6646118,3,23,4.6,0.446869046,3.056737077,,,0.302,,,,282.436,0,9.26,0,0.75,0,1,0,0.06,0,0.192,0
IN2019_V02,19/3/2019 1:15,-46.84717941,142.3457794,7,3,99.2,0.044816945,0.263399148,,,,,,,272.834,0,13.96,0,1.02,0,3.1,0,0,63,0.091,0
IN2019_V02,19/3/2019 1:15,-46.84717941,142.3457794,7,7,69.3,0.066784171,0.331396087,,,,,,,279.221,0,10.58,0,0.83,0,1.6,0,0.18,0,0.184,0
IN2019_V02,19/3/2019 1:15,-46.84717941,142.3457794,7,11,50.8,0.245893182,1.412018122,,,,,,,281.23,0,10.1,0,0.8,0,1.3,0,0.15,0,0.167,0
IN2019_V02,19/3/2019 1:15,-46.84717941,142.3457794,7,15,25.3,0.48997533,2.976426742,,,,,,,285.339,0,9.57,0,0.76,0,1.1,0,0.05,0,0.159,0
IN2019_V02,19/3/2019 1:15,-46.84717941,142.3457794,7,19,16,0.479276105,3.032205969,,,,,,,288.421,0,9.31,0,0.74,0,1.1,0,0.04,0,0.154,0
IN2019_V02,19/3/2019 1:15,-46.84717941,142.3457794,7,23,7.9,0.490987503,3.084327328,,,0.491,,,,287.483,0,9.33,0,0.74,0,1,0,0.03,0,0.162,0
IN2019_V02,19/3/2019 12:00,-46.82811737,142.3716736,8,3,99.7,0.0376228,0.189031906,,,,,,,271.628,0,14.21,0,1.03,0,3.3,0,0,63,0.023,0
IN2019_V02,19/3/2019 12:00,-46.82811737,142.3716736,8,7,60.5,0.086576423,0.522618259,,,,,,,278.059,0,10.86,0,0.85,0,1.6,0,0.16,0,0.208,0
IN2019_V02,19/3/2019 12:00,-46.82811737,142.3716736,8,11,40.3,0.262765955,1.712454714,,,,,,,288.108,0,9.36,0,0.74,0,0.9,0,0.02,0,0.154,0
IN2019_V02,19/3/2019 12:00,-46.82811737,142.3716736,8,15,29.6,1.040779385,6.558986497,,,0.732,,,,291.458,0,9.08,0,0.73,0,0.9,0,0.01,63,0.155,0
IN2019_V02,19/3/2019 12:00,-46.82811737,142.3716736,8,19,20.5,0.937087298,5.93550226,,,,,,,289.18,0,9.17,0,0.73,0,0.9,0,0.03,0,0.16,0
IN2019_V02,19/3/2019 12:00,-46.82811737,142.3716736,8,23,7.9,0.595844836,3.822500232,,,0.462,,,,286.768,0,9.27,0,0.73,0,0.9,0,0.03,0,0.167,0
IN2019_V02,20/3/2019 4:48,-46.85889053,141.6434174,12,17,123,0.151231497,0.763612195,,,0.034,,,,263.991,0,12.82,0,0.95,0,2.9,0,0,63,0.089,0
IN2019_V02,20/3/2019 4:48,-46.85889053,141.6434174,12,18,99.9,0.224208174,1.277884842,,,0.135,,,,273.683,0,10.48,0,0.84,0,1.4,0,0.43,0,0.254,0
IN2019_V02,20/3/2019 4:48,-46.85889053,141.6434174,12,19,75.6,0.512395866,3.208697655,,,0.343,,,,277.881,0,9.48,0,0.78,0,1,0,0.31,0,0.201,0
IN2019_V02,20/3/2019 4:48,-46.85889053,141.6434174,12,20,50.3,0.629290359,4.021450511,,,0.438,,,,279.623,0,9.28,0,0.75,0,0.9,0,0.19,0,0.191,0
IN2019_V02,20/3/2019 4:48,-46.85889053,141.6434174,12,21,29.9,0.743311109,4.812155704,,,0.461,,,,281.052,0,9.18,0,0.75,0,0.9,0,0.12,0,0.186,0
IN2019_V02,20/3/2019 4:48,-46.85889053,141.6434174,12,23,11.7,0.465147804,3.075995184,,,0.307,,,,284.312,0,8.8,0,0.72,0,0.8,0,0.03,0,0.173,0
IN2019_V02,24/3/2019 1:39,-46.85234833,141.8207397,13,3,100.2,0.03151393,0.207416291,,,,,,,256.309,0,12.17,0,0.89,0,2.9,0,0,63,0.04,0
IN2019_V02,24/3/2019 1:39,-46.85234833,141.8207397,13,7,60.3,0.371513885,2.485065306,,,,,,,279.489,0,10.41,0,0.82,0,1.4,0,0.29,0,0.192,0
IN2019_V02,24/3/2019 1:39,-46.85234833,141.8207397,13,11,40.8,0.66149346,4.202342121,,,,,,,284.535,0,9.67,0,0.77,0,1.1,0,0.19,0,0.154,0
IN2019_V02,24/3/2019 1:39,-46.85234833,141.8207397,13,15,30.2,0.972431534,5.921292292,,,,,,,288.331,0,8.7,0,0.71,0,0.7,0,0.09,0,0.143,0
IN2019_V02,24/3/2019 1:39,-46.85234833,141.8207397,13,19,20,0.745305844,4.507332488,,,,,,,288.599,0,8.45,0,0.69,0,0.6,0,0.04,0,0.141,0
IN2019_V02,24/3/2019 1:39,-46.85234833,141.8207397,13,23,5.7,0.884560732,5.893958292,,,0.676,,,,288.287,0,8.46,0,0.7,0,0.6,0,0.05,0,0.161,0
IN2019_V02,24/3/2019 19:15,-49.07946396,140.1257782,14,3,152.6,0.010214279,0.350699257,,,,,,,270.69,0,14.26,0,1.03,0,3.7,0,-0.01,63,0.016,63
IN2019_V02,24/3/2019 19:15,-49.07946396,140.1257782,14,7,99.8,0.175700757,1.254353365,,,,,,,283.374,0,12.75,0,0.95,0,2,0,0.22,0,0.241,0
IN2019_V02,24/3/2019 19:15,-49.07946396,140.1257782,14,11,70.3,0.296238196,1.622789477,,,,,,,281.409,0,9.03,0,0.74,0,1.1,0,0.09,0,0.154,0
IN2019_V02,24/3/2019 19:15,-49.07946396,140.1257782,14,15,50.7,0.424906671,2.391902998,,,,,,,280.024,0,8.36,0,0.71,0,0.9,0,0.14,0,0.151,0
IN2019_V02,24/3/2019 19:15,-49.07946396,140.1257782,14,19,30.8,0.729491681,3.900962774,,,,,,,279.221,0,8.26,0,0.7,0,0.9,0,0.11,0,0.152,0
IN2019_V02,24/3/2019 19:15,-49.07946396,140.1257782,14,23,10.3,0.583250898,3.191567647,,,0.467,,,,278.774,0,8.24,0,0.7,0,0.9,0,0.12,0,0.154,0
IN2019_V02,27/3/2019 1:35,-46.95963669,142.1969452,15,3,120.4,0.08763465,0.711310087,,,,,,,271.36,0,14.29,0,1.04,0,3.7,0,0,63,-0.007,63
IN2019_V02,27/3/2019 1:35,-46.95963669,142.1969452,15,7,90.6,0.532363379,2.974441971,,,,,,,278.283,0,11.43,0,0.88,0,2.1,0,0.06,0,0.148,0
IN2019_V02,27/3/2019 1:35,-46.95963669,142.1969452,15,11,60.5,0.58006841,3.158997009,,,,,,,279.042,0,11.3,0,0.87,0,2.1,0,0.05,0,0.155,0
IN2019_V02,27/3/2019 1:35,-46.95963669,142.1969452,15,15,30.6,0.541951559,3.025319027,,,,,,,279.176,0,11.29,0,0.87,0,2.1,0,0.05,0,0.157,0
IN2019_V02,27/3/2019 1:35,-46.95963669,142.1969452,15,19,19.4,0.550497954,3.160148009,,,,,,,279.265,0,11.28,0,0.87,0,2.1,0,0.05,0,0.194,0
IN2019_V02,27/3/2019 1:35,-46.95963669,142.1969452,15,23,10.7,0.22600695,1.315959654,,,,,,,279.131,0,11.25,0,0.87,0,2,0,0.06,0,0.196,0
IN2019_V02,27/3/2019 13:21,-46.97504807,142.1791534,16,3,120.2,0.093180019,0.756535471,,,,,,,270.914,0,14.4,0,1.04,0,3.4,0,0,63,0.024,0
IN2019_V02,27/3/2019 13:21,-46.97504807,142.1791534,16,7,89.4,0.44069318,2.934056921,,,,,,,278.372,0,11.57,0,0.88,0,1.9,0,0.04,0,0.158,0
IN2019_V02,27/3/2019 13:21,-46.97504807,142.1791534,16,11,59.1,0.56358813,3.713148489,,,,,,,279.533,0,11.52,0,0.87,0,1.9,0,0.03,0,0.151,0
IN2019_V02,27/3/2019 13:21,-46.97504807,142.1791534,16,15,29.4,0.514361245,3.427178406,,,,,,,278.551,0,11.52,0,0.87,0,1.9,0,0.03,0,0.151,0
IN2019_V02,27/3/2019 13:21,-46.97504807,142.1791534,16,19,20.1,0.566574786,3.70330325,,,,,,,279.846,0,11.53,0,0.87,0,1.9,0,0.03,0,0.15,0
IN2019_V02,27/3/2019 13:21,-46.97504807,142.1791534,16,23,12.1,0.5184304,3.493774412,,,0.34,,,,279.935,0,11.55,0,0.87,0,1.9,0,0.02,0,0.15,0
IN2019_V02,28/3/2019 1:14,-46.85437012,142.1147308,17,3,119,0.040823508,0.625237705,,,,,,,271.182,0,14.44,0,1.06,0,3.6,0,-0.01,63,0.024,0
IN2019_V02,28/3/2019 1:14,-46.85437012,142.1147308,17,7,90.6,0.240802154,1.368606089,,,,,,,278.104,0,11.53,0,0.92,0,1.9,0,0.14,0,0.184,0
IN2019_V02,28/3/2019 1:14,-46.85437012,142.1147308,17,11,60.1,0.547975925,3.381609687,,,,,,,280.248,0,11.07,0,0.86,0,1.8,0,0.09,0,0.186,0
IN2019_V02,28/3/2019 1:14,-46.85437012,142.1147308,17,15,30,0.52593046,3.389539636,,,,,,,280.471,0,11.06,0,0.86,0,1.8,0,0.08,0,0.184,0
IN2019_V02,28/3/2019 1:14,-46.85437012,142.1147308,17,19,19.1,0.52840969,3.403292477,,,,,,,280.56,0,11.08,0,0.86,0,1.7,0,0.08,0,0.184,0
IN2019_V02,28/3/2019 1:14,-46.85437012,142.1147308,17,22,10.9,0.596235138,3.661211354,,,0.391,,,,280.382,0,11.08,0,0.86,0,1.8,0,0.08,0,0.182,0
IN2019_V02,28/3/2019 12:00,-46.79697037,142.0292969,18,3,100.4,0.058488117,0.356469493,,,,,,,271.762,0,13.7,0,1.01,0,3.1,0,0,63,0.084,0
IN2019_V02,28/3/2019 12:00,-46.79697037,142.0292969,18,7,79.6,0.312998759,1.727319249,,,,,,,278.417,0,11.35,0,0.88,0,1.9,0,0.07,0,0.161,0
IN2019_V02,28/3/2019 12:00,-46.79697037,142.0292969,18,11,50.3,0.648361974,3.843330988,,,,,,,279.131,0,11.12,0,0.86,0,1.8,0,0.05,0,0.169,0
IN2019_V02,28/3/2019 12:00,-46.79697037,142.0292969,18,15,30.6,0.528942175,3.109255469,,,,,,,280.337,0,10.81,0,0.84,0,1.7,0,0.03,0,0.173,0
IN2019_V02,28/3/2019 12:00,-46.79697037,142.0292969,18,19,19.8,0.381375029,2.295703186,,,,,,,280.382,0,10.8,0,0.85,0,1.8,0,0.07,0,0.173,0
IN2019_V02,28/3/2019 12:00,-46.79697037,142.0292969,18,23,10.4,0.515685906,3.425705809,,,0.265,,,,,,,,,,,,,,,
IN2019_V02,29/3/2019 1:12,-46.86352539,142.1681824,19,3,120.3,0.165170178,1.287608886,,,,,,,273.013,0,13.64,0,1,0,2.9,0,0.01,63,0.124,0
IN2019_V02,29/3/2019 1:12,-46.86352539,142.1681824,19,7,100.3,0.339856586,2.314550363,,,,,,,277.657,0,11.49,0,0.88,0,1.9,0,0.19,0,0.189,0
IN2019_V02,29/3/2019 1:12,-46.86352539,142.1681824,19,11,69.8,0.535730467,3.354657072,,,,,,,279.89,0,11.07,0,0.85,0,1.7,0,0.1,0,0.183,0
IN2019_V02,29/3/2019 1:12,-46.86352539,142.1681824,19,15,50.7,0.518024442,3.214872319,,,,,,,279.935,0,11.04,0,0.85,0,1.7,0,0.1,0,0.182,0
IN2019_V02,29/3/2019 1:12,-46.86352539,142.1681824,19,19,29.7,0.4393672,2.61273776,,,,,,,280.828,0,10.89,0,0.84,0,1.6,0,0.1,0,0.186,0
IN2019_V02,29/3/2019 1:12,-46.86352539,142.1681824,19,23,10.9,0.179238682,1.178174063,,,0.308,,,,280.382,0,10.86,0,0.84,0,1.6,0,0.13,0,0.189,0
IN2019_V02,29/3/2019 12:35,-46.86394501,142.1702271,20,3,110.4,0.029466005,0.202497246,,,,,,,271.271,0,14.56,0,1.06,0,3.5,0,-0.01,63,0.021,0
IN2019_V02,29/3/2019 12:35,-46.86394501,142.1702271,20,7,90.3,0.159035707,0.947401852,,,,,,,278.059,0,11.51,0,0.88,0,2,0,0.07,0,0.172,0
IN2019_V02,29/3/2019 12:35,-46.86394501,142.1702271,20,11,69.9,0.298856376,1.740681608,,,,,,,279.221,0,11.29,0,0.86,0,1.9,0,0.05,0,0.174,0
IN2019_V02,29/3/2019 12:35,-46.86394501,142.1702271,20,15,49.5,0.375940583,2.184311882,,,,,,,280.292,0,10.95,0,0.85,0,1.7,0,0.12,0,0.19,0
IN2019_V02,29/3/2019 12:35,-46.86394501,142.1702271,20,19,30.4,0.409102293,2.576654766,,,,,,,281.007,0,10.9,0,0.85,0,1.7,0,0.1,0,0.186,0
IN2019_V02,29/3/2019 12:35,-46.86394501,142.1702271,20,23,11,0.125520262,0.828873872,,,0.317,,,,280.918,0,10.95,0,0.85,0,1.7,0,0.09,0,0.184,0
IN2019_V02,30/3/2019 1:30,-46.85869598,142.3053894,21,5,120.2,0.069334396,0.417272632,,,,,,,269.931,0,14.33,0,1.04,0,3.4,0,-0.01,63,0.023,0
IN2019_V02,30/3/2019 1:30,-46.85869598,142.3053894,21,7,90.5,0.186243632,1.089936558,,,,,,,278.819,0,11.57,0,0.89,0,1.8,0,0.13,0,0.175,0
IN2019_V02,30/3/2019 1:30,-46.85869598,142.3053894,21,11,60.3,0.48174589,2.795878764,,,,,,,281.32,0,10.86,0,0.84,0,1.5,0,0.09,0,0.18,0
IN2019_V02,30/3/2019 1:30,-46.85869598,142.3053894,21,15,30.1,0.523720068,3.021817192,,,,,,,281.766,0,10.82,0,0.84,0,1.5,0,0.08,0,0.179,0
IN2019_V02,30/3/2019 1:30,-46.85869598,142.3053894,21,19,20.9,0.507772698,3.120901254,,,,,,,281.722,0,10.81,0,0.84,0,1.5,0,0.08,0,0.18,0
IN2019_V02,30/3/2019 1:30,-46.85869598,142.3053894,21,23,10.1,0.509547819,3.027135058,,,0.345,,,,281.766,0,10.82,0,0.84,0,1.5,0,0.08,0,0.18,0
IN2019_V02,30/3/2019 12:22,-46.85543442,142.3679047,22,5,120.7,0.011804278,0.076723678,,,,,,,271.137,0,14.61,0,1.05,0,3.4,0,-0.03,63,0.017,63
IN2019_V02,30/3/2019 12:22,-46.85543442,142.3679047,22,7,90.1,0.172692148,0.94939486,,,,,,,275.469,0,11.94,0,0.9,0,2.1,0,0.05,0,0.143,0
IN2019_V02,30/3/2019 12:22,-46.85543442,142.3679047,22,11,70.7,0.449190394,2.570444171,,,,,,,279.712,0,11.19,0,0.86,0,1.8,0,0.01,63,0.145,0
IN2019_V02,30/3/2019 12:22,-46.85543442,142.3679047,22,15,50.2,0.555706022,3.045255664,,,,,,,279.935,0,11.16,0,0.86,0,1.8,0,0.01,63,0.143,0
IN2019_V02,30/3/2019 12:22,-46.85543442,142.3679047,22,19,31,0.349359677,1.802757984,,,,,,,279.667,0,11.16,0,0.85,0,1.7,0,0,63,0.142,0
IN2019_V02,30/3/2019 12:22,-46.85543442,142.3679047,22,23,9.9,0.564150949,2.75252033,,,0.386,,,,279.935,0,11.18,0,0.86,0,1.8,0,0.01,63,0.139,0
IN2020_V09,29/8/2020 8:33,-46.90222,142.4174,2,24,5.1,0.123931668,0.828654138,,,0.193,,,,278.551,0,12.13,0,0.91,0,2.6,0,0,63,0.08,0
IN2020_V09,29/8/2020 8:33,-46.90222,142.4174,2,21,14.9,0.089757338,0.587147535,,,0.198,,,,278.595,0,12.15,0,0.91,0,2.6,0,0,63,0.08,0
IN2020_V09,29/8/2020 8:33,-46.90222,142.4174,2,18,41.7,0.072253993,0.47236577,,,0.19,,,,278.417,0,12.13,0,0.91,0,2.7,0,0,63,0.081,0
IN2020_V09,29/8/2020 8:33,-46.90222,142.4174,2,16,68.1,0.149318585,0.978823889,,,0.2,,,,277.836,0,12.08,0,0.91,0,2.7,0,0,63,0.08,0
IN2020_V09,29/8/2020 8:33,-46.90222,142.4174,2,14,96.4,0.144585023,0.907343993,,,0.19,,,,277.345,0,12.04,0,0.91,0,2.7,0,0,63,0.077,0
IN2020_V09,1/9/2020 2:54,-47.02593,141.8845,3,24,3.7,0.057850171,0.405383515,,,0.171,,,,276.943,0,11.81,0,0.88,0,2.5,0,-0.01,63,0.082,0
IN2020_V09,1/9/2020 2:54,-47.02593,141.8845,3,21,15.2,0.098725708,0.678768456,,,0.179,,,,277.166,0,11.8,0,0.89,0,2.5,0,-0.01,63,0.077,0
IN2020_V09,1/9/2020 2:54,-47.02593,141.8845,3,18,41,0.129268377,0.87071538,,,0.171,,,,277.032,0,11.78,0,0.89,0,2.4,0,-0.01,63,0.074,0
IN2020_V09,1/9/2020 2:54,-47.02593,141.8845,3,16,67.9,0.128104302,0.863393116,,,0.188,,,,276.854,0,11.78,0,0.89,0,2.5,0,-0.01,63,0.076,0
IN2020_V09,1/9/2020 2:54,-47.02593,141.8845,3,14,95.7,0.121483058,0.788612274,,,0.189,,,,276.854,0,11.77,0,0.89,0,2.5,0,-0.01,63,0.077,0
IN2020_V09,1/9/2020 2:54,-47.02593,141.8845,3,12,122.7,0.082060162,0.503372988,,,0.184,,,,276.675,0,11.76,0,0.89,0,2.5,0,-0.01,63,0.076,0
IN2021_V02,17/4/2021 2:54,-46.98943,141.8888,2,24,125.4,0.08841253,0.543340147,,,0.006,,,,266.492,0,14.15,0,1.02,0,3.6,0,-0.01,63,0.019,63
IN2021_V02,17/4/2021 2:54,-46.98943,141.8888,2,26,100.7,0.304345955,1.63808489,,,0.257,,,,272.879,0,9.57,0,0.78,0,1.5,0,0.21,0,0.191,0
IN2021_V02,17/4/2021 2:54,-46.98943,141.8888,2,28,75.6,0.332698681,1.71242776,,,0.192,,,,273.593,0,9.17,0,0.76,0,1.3,0,0.23,0,0.205,0
IN2021_V02,17/4/2021 2:54,-46.98943,141.8888,2,31,51.1,0.36112138,1.874436461,,,0.286,,,,273.861,0,9.13,0,0.75,0,1.2,0,0.22,0,0.211,0
IN2021_V02,17/4/2021 2:54,-46.98943,141.8888,2,33,26,0.427388637,2.187978368,,,0.263,,site - size um,,273.817,0,9.12,0,0.75,0,1.3,0,0.22,0,0.213,0
IN2022_V03,8/5/2022,-47.07102,141.3837,5,36,8.4,0.230823108,1.379700252,,,0.17243184,,,,,,,,,,,,,,,
IN2022_V03,8/5/2022,-47.07087,141.3837,5,33,25.3,0.167210104,1.089124482,,,0.181395041,,,,,,,,,,,,,,,
IN2022_V03,8/5/2022,-47.0707,141.38365,5,31,51,0.132646771,0.923410467,,,0.163536175,,,,,,,,,,,,,,,
IN2022_V03,8/5/2022,-47.07015,141.38362,5,27,101.8,0.17509753,1.075147317,,,0.126438306,,,,,,,,,,,,,,,
IN2022_V03,8/5/2022,-47.06992,141.38353,5,24,116.4,0.072106224,0.477741873,,,0.045150645,,,,,,,,,,,,,,,
